"FIPS","Population","HS","BAorHigher","Owner_Occupied","Uninsured","Poverty","MetroArea","Unemployment","HHIncome_med","HHInc_PercStateTotal","Rural_Urban","UrbanInfCode","EconType","Male","WhiteAlone","BlackAlone","AsianAlone","Hispanic","Multiple"
21063,"7508",43.7,8.3,NA,NA,25.2,"No",9.3,"35446 ",70.6,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Government",56.5396909962706,94.6057538625466,3.71603622802344,0.239744272775706,1.15876398508258,0.958977091102824
21065,"14198",45.5,9.9,NA,NA,25.3,"No",5.5,"35701 ",71.1,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",49.5351457951824,98.0842372165094,0.493027186927736,0.0986054373855473,1.20439498520918,1.00718411043809
21067,"323780",20,42.9,55.3407155025554,NA,14.6,"Yes",3.3,"55358 ",110.3,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Government",49.0740626351226,77.4213972450429,15.2758045586509,4.255049725122,7.42108839335351,2.68175921922293
21069,"14432",38.3,12.7,NA,NA,18.6,"No",5.4,"42571 ",84.8,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Farming",49.1269401330377,96.8680709534368,1.51053215077605,0.291019955654102,1.365022172949,1.17793791574279
21071,"35845",35.8,11.2,NA,NA,34.2,"No",6.6,"33218 ",66.2,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Mining",48.8854791463244,97.6286790347329,1.07964848653927,0.3347747245083,0.831357232528944,0.781141023852699
21073,"50815",30.6,29.8,NA,NA,12.9,"No",3.7,"53134 ",105.9,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Government",48.2908589983273,84.284168060612,10.6326871986618,2.20407360031487,3.51471022335924,2.47958280035423
21075,"6120",38.9,13.3,NA,NA,30.2,"No",5.8,"32355 ",64.5,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",49.7058823529412,72.0751633986928,24.1503267973856,0.816993464052288,2.18954248366013,2.40196078431373
21077,"8832",46.4,11.6,NA,NA,15.1,"Yes",4.1,"49060 ",97.8,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Manufacturing",50.6453804347826,95.606884057971,1.60778985507246,0.47554347826087,5.46875,1.94746376811594
21079,"17560",36.7,16.8,NA,NA,16.1,"No",4.4,"51203 ",102,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",49.2938496583144,96.0079726651481,2.07858769931663,0.341685649202733,2.20387243735763,1.23006833712984
21081,"25121",48.7,13.6,NA,NA,13.9,"Yes",4.3,"53965 ",107.5,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",50.0736435651447,96.8910473309184,0.983241113013017,0.505553122885235,2.74272520998368,1.19421997531945
21083,"37317",39.4,16.3,NA,NA,16.9,"No",5,"46785 ",93.2,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",48.9160436262293,92.4056060240641,4.27687113111987,0.509151325133317,7.14419701476539,2.19738992952274
21085,"26321",41.7,10.4,NA,NA,21.4,"No",4.9,"40780 ",81.3,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",50.4654078492458,97.0137912693287,1.22335777516052,0.262148094677254,1.50070286083355,1.20056228866684
21087,"11049",40.2,12,NA,NA,18,"No",4.3,"36782 ",73.3,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Farming",49.2895284641144,95.9091320481491,2.05448456873925,0.199113041904245,1.85537152683501,1.39379129332971
21089,"35268",36.8,17.2,NA,NA,16.6,"Yes",6.6,"49457 ",98.5,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.6219802653964,97.0029488488148,0.836452308041284,0.609617783826698,1.08597028467733,1.18237495746853
21091,"8758",42.8,11,NA,NA,12,"Yes",4.2,"56769 ",113.1,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",51.3130851792647,96.6430691938799,1.54144781913679,0.319707695820964,1.58712034711121,1.13039506736698
21093,"110356",30.3,23,56.997040385915,NA,13.4,"Yes",4.1,"52278 ",104.2,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Government",49.8106129254413,80.4695712059154,12.6708108304034,2.26358331218964,6.01870310631049,3.80405233970061
21095,"26409",34.7,10.8,NA,NA,33.4,"No",7.4,"29521 ",58.8,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Mining",48.0025748797758,95.8991252981938,2.0599038206672,0.424097845431482,1.03373849823924,1.26850694838881
21097,"18778",40.3,14.8,NA,NA,15.5,"No",4.1,"51709 ",103,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Manufacturing",49.1426136968793,95.4414740653957,2.32186601341996,0.378102034295452,2.51890510171477,1.49110661412291
21099,"18906",40.4,11.8,NA,NA,22.2,"No",4,"37038 ",73.8,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Manufacturing",49.1801544483233,92.9440389294404,4.58584576324976,0.465460700306781,1.94647201946472,1.70845234317148
21101,"45591",35.6,17.9,NA,NA,16.3,"Yes",3.8,"51161 ",101.9,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",48.2682985676998,88.6095939988156,8.2275010418723,0.605382641310785,2.71544822443026,2.12761290605602
21103,"16106",42.1,12.2,NA,NA,14.3,"Yes",3.9,"53405 ",106.4,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Farming",49.4784552340743,94.1388302495964,2.98025580528995,0.372531975661244,3.19756612442568,2.05513473239786
21105,"4421",39.4,17.6,NA,NA,17.7,"No",5.7,"44290 ",88.2,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Farming",47.1386564125763,87.5819950237503,9.45487446279122,0.429767021035965,1.87740330242027,2.23931237276634
21107,"45068",41.5,16,NA,NA,18.1,"No",4.4,"45512 ",90.7,"5 - Nonmetro (20,000+ urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",48.7618709505636,89.9329901482205,6.9029022809976,0.705600426022899,2.21886926422295,2.09461258542647
21109,"13442",42.6,12.2,NA,NA,26.5,"No",7,"35317 ",70.4,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Nonspecialized",49.7098646034816,98.6757922928136,0.334771611367356,0.126469275405446,0.892724296979616,0.617467638744234
21111,"770517",26.8,32.7,61.4410370043518,NA,15.4,"Yes",4.1,"55860 ",111.3,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",48.3346895655774,71.9984114562041,22.2071673953982,3.06197007982952,5.71174938385526,2.47898488936649
21113,"53920",30.3,29.5,NA,NA,12.6,"Yes",3.6,"59443 ",118.4,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.7407270029674,91.7692878338279,4.38983679525223,1.35571216617211,3.52744807121662,2.13464391691395
21115,"22386",34.8,14.9,NA,NA,25,"No",6.9,"39381 ",78.5,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Nonspecialized",49.0083087644063,97.7396587152685,0.469043151969981,0.491378540159028,0.88894844992406,1.08103278834986
21117,"166051",28.7,30.4,63.8766312285055,NA,10.4,"Yes",3.4,"64644 ",128.8,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.4757634702591,91.2201672979988,4.8671793605579,1.35319871605712,3.38691125015808,2.16620195000331
21119,"15126",32.4,12.9,NA,NA,32.1,"No",6.9,"32228 ",64.2,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Mining",49.4049980166601,97.6861033981224,1.01150337167791,0.138833796112654,1.05117017056724,0.971836572788576
21121,"31304",37.9,13.1,NA,NA,31.9,"No",6.2,"30742 ",61.3,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",48.9905443393816,96.8182979810887,1.23306925632507,0.335420393559928,1.2682085356504,1.30015333503706
21123,"14307",40.2,10.1,NA,NA,15.3,"Yes",4.4,"45458 ",90.6,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",49.6400363458447,94.324456559726,3.07541762773468,0.335500104843783,3.24316768015657,1.76836513594744
21125,"60669",40.6,13.4,NA,NA,20.6,"No",5.1,"41425 ",82.5,"5 - Nonmetro (20,000+ urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",48.9953683100101,96.9951705154197,0.759860884471476,0.647777283291302,1.56752212826979,1.20489871268687
21127,"15571",42.9,10,NA,NA,25.5,"No",7.2,"36667 ",73.1,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Nonspecialized",49.8233896345771,97.1742341532336,0.391753901483527,0.301843169995504,1.33581658210776,1.91381414167362
21129,"7033",37.2,10.3,NA,NA,34.4,"No",6.3,"29124 ",58,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Nonspecialized",54.173183563202,95.9334565619224,2.14702118583819,0.270154983648514,1.1090573012939,1.09483861794398
21131,"10143",38.6,9.7,NA,NA,30.8,"No",7.1,"31921 ",63.6,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Mining",49.9063393473331,98.0972098984521,0.364783594597259,0.28591146603569,0.897170462387854,1.00561963916001
21133,"21899",37.5,11.7,NA,NA,31.1,"No",6.5,"32321 ",64.4,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Mining",48.8515457326819,98.17343257683,0.598200831088178,0.219188090780401,0.849353851774054,0.817388921868578
21135,"13257",40.2,11,NA,NA,25.2,"No",8.4,"35751 ",71.2,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Farming",49.9886852229011,98.513992607679,0.399788790827487,0.0528022931281587,0.792034396922381,0.746775288526816
21137,"24644",43.8,11.1,NA,NA,20.6,"No",5,"42190 ",84.1,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",49.0017854244441,95.7271546826814,2.2642428177244,0.259698100957637,1.68397987339718,1.51761077747119
21139,"9242",44.5,11.4,NA,NA,13.9,"No",6.8,"48182 ",96,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Mining",49.1235663276347,96.8513308807617,0.605929452499459,0.411166414196061,2.04501190218567,1.54728413763255
21141,"26989",43.7,15,NA,NA,18,"No",3.9,"46742 ",93.1,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",49.3200933713735,90.7591981918559,6.44336581570269,0.303827485271777,2.85671940420171,1.97487865426655
21143,"8009",41.2,15.9,NA,NA,14.5,"No",5.1,"48395 ",96.4,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Government",54.788363091522,92.4210263453615,5.18167062055188,0.574353851916594,2.1975277812461,1.41091272318642
21145,"65346",30.1,24.6,68.4736783195911,NA,14.7,"No",5.6,"48950 ",97.5,"5 - Nonmetro (20,000+ urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",48.0411960946347,85.3380467052306,10.9432865056775,0.999296054846509,2.60612738346647,2.28017017108928
21147,"17408",42.7,6.9,NA,NA,33.7,"No",6.3,"30029 ",59.8,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Government",54.3543198529412,91.5670955882353,5.67555147058824,0.379136029411765,2.59650735294118,1.57398897058824
21149,"9252",41.3,12,NA,NA,13.9,"Yes",4.9,"48080 ",95.8,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Farming",49.189364461738,97.2762645914397,0.875486381322957,0.248594898400346,1.6104626026805,1.22135754431474
21151,"92368",27.8,30.5,56.9024891251812,NA,16.5,"No",3.9,"51897 ",103.4,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Government",48.579594664819,91.7601333795254,4.55352503031353,1.17248397713494,2.54417114152087,2.11220336047116
21153,"12362",32.7,9.7,NA,NA,28.4,"No",13.2,"30950 ",61.7,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Nonspecialized",49.9595534703122,98.487299789678,0.242679178126517,0.113250283125708,1.08396699563177,0.817019899692606
21155,"19404",42.7,13.2,NA,NA,17.1,"No",3.8,"45661 ",91,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Manufacturing",49.5001030715316,89.9453720882292,6.90063904349619,1.03586889301175,2.96330653473511,1.86559472273758
21157,"31191",37.7,18.8,NA,NA,12.1,"No",5.3,"52388 ",104.4,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Manufacturing",48.9916963226572,97.6788176076432,0.480907954217563,0.468083742105094,1.80500785482992,1.08043987047546
21159,"11323",39.3,8.5,NA,NA,39.1,"No",6.5,"28925 ",57.6,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Mining",54.9236068179811,91.8572816391416,6.68550737437075,0.211957961670935,3.34716947805352,0.812505519738585
21161,"17150",37.7,18.9,NA,NA,18.2,"No",5.5,"41807 ",83.3,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Nonspecialized",48.4256559766764,90.2274052478134,6.15160349854227,0.944606413994169,1.97084548104956,2.26822157434402
21163,"28715",34.3,18.2,NA,NA,11.4,"Yes",4.6,"57613 ",114.8,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",50.3569562946195,92.0633815079227,3.94567299320912,0.912415114051889,3.71234546404318,2.24969528121191
21165,"6451",43.8,11.3,NA,NA,26.4,"No",7.6,"34002 ",67.7,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Government",50.8603317315145,95.3030537901101,2.94527980158115,0.186017671678809,1.20911486591226,1.28662222911177
21167,"21774",38.4,17.5,NA,NA,12.8,"No",4.5,"53921 ",107.4,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",49.0631027831358,93.2304583448149,3.68329199963259,0.665931845320107,3.21484339120051,1.98861026912832
21169,"10030",37,13.1,NA,NA,23.3,"No",4.1,"35906 ",71.5,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Manufacturing",49.5812562313061,96.5403788634098,1.66500498504487,0.299102691924227,1.92422731804586,1.19641076769691
21171,"10718",40.2,12.9,NA,NA,23,"No",4.1,"35596 ",70.9,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Farming",49.8507184176152,96.0626982646016,2.27654413136779,0.289233065870498,3.20022392237358,1.15693226348199
21173,"28203",40.8,16.3,NA,NA,15.3,"No",6,"46629 ",92.9,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",48.8955075701167,94.9473460270184,2.84721483530121,0.411303762011134,2.87558061199163,1.44665461121157
21175,"13345",37.1,13.6,NA,NA,27.3,"No",6.3,"35848 ",71.4,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Government",57.1524915698764,93.3907830648183,4.75084301236418,0.576995129261896,1.02660172349194,0.966654177594605
21177,"30774",43.2,11.1,NA,NA,17.4,"No",6.7,"43722 ",87.1,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Government",51.0430883213102,93.3970234613635,4.86449600311952,0.308702151166569,1.54026125950478,1.19256515240138
21179,"45851",38.7,17.2,NA,NA,12.2,"No",4.3,"55602 ",110.8,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Manufacturing",49.3446162570064,92.3273211053194,5.10130640553096,0.538701445988092,2.2180541318619,1.74478201129746
21181,"7166",42.5,10.2,NA,NA,15.5,"No",4.6,"41428 ",82.5,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Farming",49.5394920457717,97.6276862963997,0.879151548981301,0.279095729835334,2.40022327658387,1.03265420039073
21183,"24087",42.8,13.3,NA,NA,17.2,"No",5.7,"44751 ",89.2,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",49.7820401046207,96.9817744011292,1.40739818159173,0.294764810893843,3.43338730435505,0.963175156723544
21185,"66470",21.3,42.2,83.531669865643,NA,5.6,"Yes",3.3,"102136 ",203.5,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",52.3694899954867,91.6172709493004,4.41703023920566,1.74063487287498,4.06800060177524,1.72258161576651
21187,"10880",50,9.9,NA,NA,15.8,"No",4.9,"48998 ",97.6,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Farming",49.6599264705882,97.1691176470588,1.05698529411765,0.183823529411765,3.02389705882353,1.20404411764706
21189,"4472",37,16.2,NA,NA,39.2,"No",7.1,"26278 ",52.4,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Nonspecialized",49.3738819320215,98.0545617173524,0.559033989266547,0.0894454382826476,1.58765652951699,0.916815742397138
21191,"14529",43.5,11.3,NA,NA,15.5,"Yes",4.1,"54583 ",108.8,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Mining",50.9739142404846,97.2055888223553,0.942941702801294,0.234014729162365,1.37655723036685,1.23890150733017
21193,"26092",34.8,12.3,NA,NA,28.9,"No",6.3,"33108 ",66,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Mining",49.19515560325,96.2172313352752,1.70550360263682,0.548060708263069,1.04629771577495,1.24175992641423
21195,"58402",38.5,13,NA,NA,23.8,"No",5.9,"37124 ",74,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Mining",NA,NA,NA,NA,NA,NA
21197,"12442",42,14.7,NA,NA,22,"No",6,"37776 ",75.3,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",NA,NA,NA,NA,NA,NA
21199,"64623",37.6,15.3,NA,NA,19.5,"No",5.1,"41541 ",82.8,"5 - Nonmetro (20,000+ urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",NA,NA,NA,NA,NA,NA
21201,"2135",33.8,16,NA,NA,19.1,"No",4.9,"45146 ",90,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Government",NA,NA,NA,NA,NA,NA
21203,"16750",43.6,10.6,NA,NA,22.8,"No",4.9,"37732 ",75.2,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",NA,NA,NA,NA,NA,NA
21205,"24583",29.5,26.6,NA,NA,22.7,"No",5.2,"41196 ",82.1,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Government",NA,NA,NA,NA,NA,NA
21207,"17821",36.3,12.9,NA,NA,21.6,"No",5.8,"34648 ",69,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Manufacturing",NA,NA,NA,NA,NA,NA
21209,"56031",30.5,28.6,NA,NA,8.3,"Yes",3.3,"73500 ",146.4,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",NA,NA,NA,NA,NA,NA
21211,"48518",31,24.2,NA,NA,10,"Yes",3.5,"66056 ",131.6,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Manufacturing",NA,NA,NA,NA,NA,NA
21213,"18529",44.7,14.2,NA,NA,12.5,"No",3.9,"51769 ",103.1,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Manufacturing",NA,NA,NA,NA,NA,NA
21215,"18794",35.1,20.2,NA,NA,7.3,"Yes",3.6,"85899 ",171.2,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Farming",NA,NA,NA,NA,NA,NA
21217,"25549",39.5,19.2,NA,NA,19.2,"No",4.3,"45429 ",90.5,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",NA,NA,NA,NA,NA,NA
21219,"12311",38.8,12.9,NA,NA,17.1,"No",4,"51027 ",101.7,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Farming",NA,NA,NA,NA,NA,NA
21221,"14643",31.3,16.9,NA,NA,13.1,"Yes",4.7,"49767 ",99.2,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Recreation",NA,NA,NA,NA,NA,NA
21223,"8515",47.2,12,NA,NA,16.5,"Yes",4.3,"51674 ",103,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Farming",NA,NA,NA,NA,NA,NA
21225,"14505",45.9,11,NA,NA,16.3,"No",5,"47067 ",93.8,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Mining",NA,NA,NA,NA,NA,NA
21227,"131264",28.1,30.6,56.6338861571798,NA,16.5,"Yes",3.7,"53478 ",106.6,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",NA,NA,NA,NA,NA,NA
21229,"12084",42,17.7,NA,NA,13.8,"No",3.7,"50246 ",100.1,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Manufacturing",NA,NA,NA,NA,NA,NA
21231,"20468",37.4,12.8,NA,NA,28.1,"No",7,"33701 ",67.1,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Manufacturing",NA,NA,NA,NA,NA,NA
21233,"13111",46.1,9.8,NA,NA,18.4,"No",4.2,"47132 ",93.9,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Mining",NA,NA,NA,NA,NA,NA
21235,"36242",37.3,19.2,NA,NA,25.7,"No",5,"36863 ",73.4,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",NA,NA,NA,NA,NA,NA
21237,"7177",37.8,7.6,NA,NA,31.4,"No",7.7,"30144 ",60.1,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Nonspecialized",NA,NA,NA,NA,NA,NA
21239,"26533",27.5,32.9,NA,NA,9.4,"Yes",3.1,"66164 ",131.8,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",NA,NA,NA,NA,NA,NA
22000,"4659978",34,23.7,NA,NA,18.7,NA,4.9,"48021 ",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
22001,"62190",41.2,13.4,NA,NA,25.2,"Yes",5.4,"40484 ",84.3,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",NA,NA,NA,NA,NA,NA
22003,"25605",42.9,12.7,NA,NA,19.6,"No",5.6,"44395 ",92.4,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Government",NA,NA,NA,NA,NA,NA
22005,"124672",32.4,26.8,76.7187887813353,NA,10.8,"Yes",4.1,"77758 ",161.9,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",NA,NA,NA,NA,NA,NA
22007,"22300",43.7,10.2,NA,NA,20.7,"No",6.7,"48120 ",100.2,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Manufacturing",NA,NA,NA,NA,NA,NA
22009,"40462",38.9,12.1,NA,NA,27.4,"No",5.7,"37731 ",78.6,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",NA,NA,NA,NA,NA,NA
22011,"37253",38.1,17.5,NA,NA,15.4,"No",5.3,"57005 ",118.7,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Nonspecialized",NA,NA,NA,NA,NA,NA
22013,"13308",41.7,12.4,NA,NA,26.9,"No",5.8,"34047 ",70.9,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",NA,NA,NA,NA,NA,NA
22015,"127185",29.5,25.6,61.8179985891363,NA,14.4,"Yes",4.3,"56754 ",118.2,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",NA,NA,NA,NA,NA,NA
22017,"242922",33.4,23.5,57.0511415239109,NA,22.4,"Yes",5.5,"40467 ",84.3,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",NA,NA,NA,NA,NA,NA
